Time;Source;Event
2021-07-03 14:40:59;VACUUMCLEANER;ON
2021-07-03 14:52:59;VACUUMCLEANER;OFF
2021-07-03 14:52:59;vacuuming;END
2021-07-03 15:33:14;fridge operation;START
2021-07-03 15:33:14;REFRIGERATOR;ON
2021-07-03 15:47:14;REFRIGERATOR;OFF
2021-07-03 15:47:14;fridge operation;END
2021-07-03 16:03:50;watching TV;START
2021-07-03 16:03:50;TV;ON
2021-07-03 16:32:31;vacuuming;START
2021-07-03 16:32:31;VACUUMCLEANER;ON
2021-07-03 16:44:31;VACUUMCLEANER;OFF
2021-07-03 16:44:31;vacuuming;END
2021-07-03 17:06:16;fridge operation;START
2021-07-03 17:06:16;REFRIGERATOR;ON
2021-07-03 17:20:16;REFRIGERATOR;OFF
2021-07-03 17:20:16;fridge operation;END
2021-07-03 17:22:23;TV;OFF
2021-07-03 17:22:24;TV;ON
2021-07-03 17:37:30;TV;OFF
2021-07-03 17:37:30;watching TV;END
2021-07-03 17:42:16;watching TV;START
2021-07-03 17:42:16;TV;ON
2021-07-03 18:04:01;fridge operation;START
2021-07-03 18:04:01;REFRIGERATOR;ON
2021-07-03 18:18:01;REFRIGERATOR;OFF
2021-07-03 18:18:01;fridge operation;END
2021-07-03 18:21:08;dishwasher operation;START
2021-07-03 18:21:15;washing a load of laundry;START
2021-07-03 18:21:15;DISHWASHER;ON
2021-07-03 18:21:26;WASHINGMACHINE;ON
2021-07-03 19:21:21;TV;OFF
2021-07-03 19:21:21;watching TV;END
2021-07-03 19:21:33;fridge operation;START
2021-07-03 19:21:33;REFRIGERATOR;ON
2021-07-03 19:28:31;DISHWASHER;OFF
2021-07-03 19:28:31;dishwasher operation;END
2021-07-03 19:34:55;watching TV;START
2021-07-03 19:34:55;TV;ON
2021-07-03 19:35:33;REFRIGERATOR;OFF
2021-07-03 19:35:33;fridge operation;END
2021-07-03 19:50:44;use a personal computer;START
2021-07-03 19:50:44;PC;ON
2021-07-03 20:00:59;fridge operation;START
2021-07-03 20:00:59;REFRIGERATOR;ON
2021-07-03 20:14:59;REFRIGERATOR;OFF
2021-07-03 20:14:59;fridge operation;END
2021-07-03 20:48:33;fridge operation;START
2021-07-03 20:48:33;REFRIGERATOR;ON
2021-07-03 21:00:49;TV;OFF
2021-07-03 21:00:50;TV;ON
2021-07-03 21:02:33;REFRIGERATOR;OFF
2021-07-03 21:02:33;fridge operation;END
2021-07-03 21:06:03;PC;OFF
2021-07-03 21:06:03;use a personal computer;END
2021-07-03 21:28:57;TV;OFF
2021-07-03 21:28:57;watching TV;END
2021-07-03 21:31:53;WASHINGMACHINE;OFF
2021-07-03 21:31:53;washing a load of laundry;END
2021-07-03 21:38:19;use a personal computer;START
2021-07-03 21:38:19;PC;ON
2021-07-03 22:02:16;watching TV;START
2021-07-03 22:02:16;TV;ON
2021-07-03 22:05:25;fridge operation;START
2021-07-03 22:05:25;REFRIGERATOR;ON
2021-07-03 22:19:25;REFRIGERATOR;OFF
2021-07-03 22:19:25;fridge operation;END
2021-07-03 22:53:08;fridge operation;START
2021-07-03 22:53:08;REFRIGERATOR;ON
2021-07-03 22:53:38;PC;OFF
2021-07-03 22:53:38;use a personal computer;END
2021-07-03 23:07:08;REFRIGERATOR;OFF
2021-07-03 23:07:08;fridge operation;END
2021-07-03 23:09:33;TV;OFF
2021-07-03 23:09:34;TV;ON
2021-07-03 23:25:40;TV;OFF
2021-07-03 23:25:40;watching TV;END
2021-07-04 00:00:00;fridge operation;START
2021-07-04 00:00:00;REFRIGERATOR;ON
2021-07-04 00:14:00;REFRIGERATOR;OFF
2021-07-04 00:14:00;fridge operation;END
2021-07-04 00:57:26;fridge operation;START
2021-07-04 00:57:26;REFRIGERATOR;ON
2021-07-04 01:11:26;REFRIGERATOR;OFF
2021-07-04 01:11:26;fridge operation;END
2021-07-04 01:47:29;fridge operation;START
2021-07-04 01:47:29;REFRIGERATOR;ON
2021-07-04 02:01:29;REFRIGERATOR;OFF
2021-07-04 02:01:29;fridge operation;END
2021-07-04 02:57:30;fridge operation;START
2021-07-04 02:57:30;REFRIGERATOR;ON
2021-07-04 03:11:30;REFRIGERATOR;OFF
2021-07-04 03:11:30;fridge operation;END
2021-07-04 04:09:57;fridge operation;START
2021-07-04 04:09:57;REFRIGERATOR;ON
2021-07-04 04:23:57;REFRIGERATOR;OFF
2021-07-04 04:23:57;fridge operation;END
2021-07-04 05:21:54;fridge operation;START
2021-07-04 05:21:54;REFRIGERATOR;ON
2021-07-04 05:35:54;REFRIGERATOR;OFF
2021-07-04 05:35:54;fridge operation;END
2021-07-04 05:55:29;fridge operation;START
2021-07-04 05:55:29;REFRIGERATOR;ON
2021-07-04 06:09:29;REFRIGERATOR;OFF
2021-07-04 06:09:29;fridge operation;END
2021-07-04 07:11:35;dishwasher operation;START
2021-07-04 07:11:43;DISHWASHER;ON
2021-07-04 07:12:38;dishwasher operation;START
2021-07-04 07:12:44;DISHWASHER;ON
2021-07-04 07:16:24;fridge operation;START
2021-07-04 07:16:24;REFRIGERATOR;ON
2021-07-04 07:30:24;REFRIGERATOR;OFF
2021-07-04 07:30:24;fridge operation;END
2021-07-04 08:08:45;fridge operation;START
2021-07-04 08:08:45;REFRIGERATOR;ON
2021-07-04 08:18:59;DISHWASHER;OFF
2021-07-04 08:18:59;dishwasher operation;END
2021-07-04 08:20:00;DISHWASHER;OFF
2021-07-04 08:20:00;dishwasher operation;END
2021-07-04 08:22:45;REFRIGERATOR;OFF
2021-07-04 08:22:45;fridge operation;END
2021-07-04 08:45:12;fridge operation;START
2021-07-04 08:45:12;REFRIGERATOR;ON
2021-07-04 08:59:12;REFRIGERATOR;OFF
2021-07-04 08:59:12;fridge operation;END
2021-07-04 09:41:01;fridge operation;START
2021-07-04 09:41:01;REFRIGERATOR;ON
2021-07-04 09:55:01;REFRIGERATOR;OFF
2021-07-04 09:55:01;fridge operation;END
2021-07-04 10:18:38;fridge operation;START
2021-07-04 10:18:38;REFRIGERATOR;ON
2021-07-04 10:32:38;REFRIGERATOR;OFF
2021-07-04 10:32:38;fridge operation;END
2021-07-04 11:11:43;fridge operation;START
2021-07-04 11:11:43;REFRIGERATOR;ON
2021-07-04 11:25:43;REFRIGERATOR;OFF
2021-07-04 11:25:43;fridge operation;END
2021-07-04 12:19:06;fridge operation;START
2021-07-04 12:19:06;REFRIGERATOR;ON
2021-07-04 12:33:06;REFRIGERATOR;OFF
2021-07-04 12:33:06;fridge operation;END
2021-07-04 12:55:10;fridge operation;START
2021-07-04 12:55:10;REFRIGERATOR;ON
2021-07-04 13:09:10;REFRIGERATOR;OFF
2021-07-04 13:09:10;fridge operation;END
2021-07-04 14:12:57;fridge operation;START
2021-07-04 14:12:57;REFRIGERATOR;ON
2021-07-04 14:15:20;vacuuming;START
2021-07-04 14:15:20;VACUUMCLEANER;ON
2021-07-04 14:26:57;REFRIGERATOR;OFF
2021-07-04 14:26:57;fridge operation;END
2021-07-04 14:27:20;VACUUMCLEANER;OFF
2021-07-04 14:27:20;vacuuming;END
2021-07-04 15:31:43;fridge operation;START
2021-07-04 15:31:43;REFRIGERATOR;ON
2021-07-04 15:45:43;REFRIGERATOR;OFF
2021-07-04 15:45:43;fridge operation;END
2021-07-04 16:06:21;fridge operation;START
2021-07-04 16:06:21;REFRIGERATOR;ON
2021-07-04 16:20:21;REFRIGERATOR;OFF
2021-07-04 16:20:21;fridge operation;END
2021-07-04 16:50:15;watching TV;START
2021-07-04 16:50:15;TV;ON
2021-07-04 17:03:03;fridge operation;START
2021-07-04 17:03:03;REFRIGERATOR;ON
2021-07-04 17:17:03;REFRIGERATOR;OFF
2021-07-04 17:17:03;fridge operation;END
2021-07-04 17:40:48;fridge operation;START
2021-07-04 17:40:48;REFRIGERATOR;ON
2021-07-04 17:54:48;REFRIGERATOR;OFF
2021-07-04 17:54:48;fridge operation;END
2021-07-04 18:08:23;TV;OFF
2021-07-04 18:08:24;TV;ON
2021-07-04 18:28:38;TV;OFF
2021-07-04 18:28:38;watching TV;END
2021-07-04 18:30:33;watching TV;START
2021-07-04 18:30:33;TV;ON
2021-07-04 18:39:33;watching TV;START
2021-07-04 18:39:33;TV;ON
2021-07-04 18:45:35;fridge operation;START
2021-07-04 18:45:35;REFRIGERATOR;ON
2021-07-04 18:59:35;REFRIGERATOR;OFF
2021-07-04 18:59:35;fridge operation;END
2021-07-04 19:39:24;TV;OFF
2021-07-04 19:39:25;TV;ON
2021-07-04 19:57:01;fridge operation;START
2021-07-04 19:57:01;REFRIGERATOR;ON
2021-07-04 20:02:23;TV;OFF
2021-07-04 20:02:23;watching TV;END
2021-07-04 20:02:24;use a personal computer;START
2021-07-04 20:02:24;PC;ON
2021-07-04 20:07:43;TV;OFF
2021-07-04 20:07:44;TV;ON
2021-07-04 20:11:01;REFRIGERATOR;OFF
2021-07-04 20:11:01;fridge operation;END
2021-07-04 20:33:15;TV;OFF
2021-07-04 20:33:15;watching TV;END
2021-07-04 20:56:02;watching TV;START
2021-07-04 20:56:02;TV;ON
2021-07-04 21:17:43;PC;OFF
2021-07-04 21:17:43;use a personal computer;END
2021-07-04 21:25:59;use a personal computer;START
2021-07-04 21:25:59;PC;ON
2021-07-04 21:30:47;fridge operation;START
2021-07-04 21:30:47;REFRIGERATOR;ON
2021-07-04 21:44:47;REFRIGERATOR;OFF
2021-07-04 21:44:47;fridge operation;END
2021-07-04 22:15:52;fridge operation;START
2021-07-04 22:15:52;REFRIGERATOR;ON
2021-07-04 22:29:52;REFRIGERATOR;OFF
2021-07-04 22:29:52;fridge operation;END
2021-07-04 22:35:03;TV;OFF
2021-07-04 22:35:04;TV;ON
2021-07-04 22:41:18;PC;OFF
2021-07-04 22:41:18;use a personal computer;END
2021-07-04 23:00:23;TV;OFF
2021-07-04 23:00:23;watching TV;END
2021-07-04 23:06:04;fridge operation;START
2021-07-04 23:06:04;REFRIGERATOR;ON
2021-07-04 23:20:04;REFRIGERATOR;OFF
2021-07-04 23:20:04;fridge operation;END
2021-07-05 00:01:33;fridge operation;START
2021-07-05 00:01:33;REFRIGERATOR;ON
2021-07-05 00:15:33;REFRIGERATOR;OFF
2021-07-05 00:15:33;fridge operation;END
2021-07-05 00:41:54;fridge operation;START
2021-07-05 00:41:54;REFRIGERATOR;ON
2021-07-05 00:55:54;REFRIGERATOR;OFF
2021-07-05 00:55:54;fridge operation;END
2021-07-05 01:30:38;fridge operation;START
2021-07-05 01:30:38;REFRIGERATOR;ON
2021-07-05 01:44:38;REFRIGERATOR;OFF
2021-07-05 01:44:38;fridge operation;END
2021-07-05 02:27:05;fridge operation;START
2021-07-05 02:27:05;REFRIGERATOR;ON
2021-07-05 02:41:05;REFRIGERATOR;OFF
