Time;Source;Event
2021-07-03 17:09:55;PC;ON
2021-07-03 17:27:36;TV;OFF
2021-07-03 17:27:37;TV;ON
2021-07-03 17:37:31;fridge operation;START
2021-07-03 17:37:31;REFRIGERATOR;ON
2021-07-03 17:46:04;TV;OFF
2021-07-03 17:46:04;watching TV;END
2021-07-03 17:51:31;REFRIGERATOR;OFF
2021-07-03 17:51:31;fridge operation;END
2021-07-03 18:20:18;fridge operation;START
2021-07-03 18:20:18;REFRIGERATOR;ON
2021-07-03 18:25:14;PC;OFF
2021-07-03 18:25:14;use a personal computer;END
2021-07-03 18:34:18;REFRIGERATOR;OFF
2021-07-03 18:34:18;fridge operation;END
2021-07-03 18:45:56;vacuuming;START
2021-07-03 18:45:56;VACUUMCLEANER;ON
2021-07-03 18:57:56;VACUUMCLEANER;OFF
2021-07-03 18:57:56;vacuuming;END
2021-07-03 19:01:58;vacuuming;START
2021-07-03 19:01:58;VACUUMCLEANER;ON
2021-07-03 19:13:58;VACUUMCLEANER;OFF
2021-07-03 19:13:58;vacuuming;END
2021-07-03 19:21:56;fridge operation;START
2021-07-03 19:21:56;REFRIGERATOR;ON
2021-07-03 19:35:56;REFRIGERATOR;OFF
2021-07-03 19:35:56;fridge operation;END
2021-07-03 20:48:34;fridge operation;START
2021-07-03 20:48:34;REFRIGERATOR;ON
2021-07-03 21:02:34;REFRIGERATOR;OFF
2021-07-03 21:02:34;fridge operation;END
2021-07-03 21:53:37;fridge operation;START
2021-07-03 21:53:37;REFRIGERATOR;ON
2021-07-03 22:07:37;REFRIGERATOR;OFF
2021-07-03 22:07:37;fridge operation;END
2021-07-03 22:55:27;fridge operation;START
2021-07-03 22:55:27;REFRIGERATOR;ON
2021-07-03 23:09:27;REFRIGERATOR;OFF
2021-07-03 23:09:27;fridge operation;END
2021-07-04 00:00:00;fridge operation;START
2021-07-04 00:00:00;REFRIGERATOR;ON
2021-07-04 00:14:00;REFRIGERATOR;OFF
2021-07-04 00:14:00;fridge operation;END
2021-07-04 00:59:36;fridge operation;START
2021-07-04 00:59:36;REFRIGERATOR;ON
2021-07-04 01:13:36;REFRIGERATOR;OFF
2021-07-04 01:13:36;fridge operation;END
2021-07-04 01:53:04;fridge operation;START
2021-07-04 01:53:04;REFRIGERATOR;ON
2021-07-04 02:07:04;REFRIGERATOR;OFF
2021-07-04 02:07:04;fridge operation;END
2021-07-04 02:28:36;fridge operation;START
2021-07-04 02:28:36;REFRIGERATOR;ON
2021-07-04 02:42:36;REFRIGERATOR;OFF
2021-07-04 02:42:36;fridge operation;END
2021-07-04 03:10:03;fridge operation;START
2021-07-04 03:10:03;REFRIGERATOR;ON
2021-07-04 03:24:03;REFRIGERATOR;OFF
2021-07-04 03:24:03;fridge operation;END
2021-07-04 04:08:27;fridge operation;START
2021-07-04 04:08:27;REFRIGERATOR;ON
2021-07-04 04:22:27;REFRIGERATOR;OFF
2021-07-04 04:22:27;fridge operation;END
2021-07-04 05:00:25;fridge operation;START
2021-07-04 05:00:25;REFRIGERATOR;ON
2021-07-04 05:14:25;REFRIGERATOR;OFF
2021-07-04 05:14:25;fridge operation;END
2021-07-04 05:58:58;fridge operation;START
2021-07-04 05:58:58;REFRIGERATOR;ON
2021-07-04 06:12:58;REFRIGERATOR;OFF
2021-07-04 06:12:58;fridge operation;END
2021-07-04 06:39:48;fridge operation;START
2021-07-04 06:39:48;REFRIGERATOR;ON
2021-07-04 06:53:48;REFRIGERATOR;OFF
2021-07-04 06:53:48;fridge operation;END
2021-07-04 07:27:49;fridge operation;START
2021-07-04 07:27:49;REFRIGERATOR;ON
2021-07-04 07:41:49;REFRIGERATOR;OFF
2021-07-04 07:41:49;fridge operation;END
2021-07-04 08:21:53;fridge operation;START
2021-07-04 08:21:53;REFRIGERATOR;ON
2021-07-04 08:35:53;REFRIGERATOR;OFF
2021-07-04 08:35:53;fridge operation;END
2021-07-04 09:16:01;fridge operation;START
2021-07-04 09:16:01;REFRIGERATOR;ON
2021-07-04 09:30:01;REFRIGERATOR;OFF
2021-07-04 09:30:01;fridge operation;END
2021-07-04 10:14:53;fridge operation;START
2021-07-04 10:14:53;REFRIGERATOR;ON
2021-07-04 10:28:53;REFRIGERATOR;OFF
2021-07-04 10:28:53;fridge operation;END
2021-07-04 11:10:15;fridge operation;START
2021-07-04 11:10:15;REFRIGERATOR;ON
2021-07-04 11:24:15;REFRIGERATOR;OFF
2021-07-04 11:24:15;fridge operation;END
2021-07-04 12:22:27;fridge operation;START
2021-07-04 12:22:27;REFRIGERATOR;ON
2021-07-04 12:36:27;REFRIGERATOR;OFF
2021-07-04 12:36:27;fridge operation;END
2021-07-04 13:41:33;fridge operation;START
2021-07-04 13:41:33;REFRIGERATOR;ON
2021-07-04 13:55:33;REFRIGERATOR;OFF
2021-07-04 13:55:33;fridge operation;END
2021-07-04 14:00:00;use a personal computer;START
2021-07-04 14:00:00;PC;ON
2021-07-04 14:03:02;washing a load of laundry;START
2021-07-04 14:03:10;WASHINGMACHINE;ON
2021-07-04 14:36:10;fridge operation;START
2021-07-04 14:36:10;REFRIGERATOR;ON
2021-07-04 14:39:17;use a personal computer;START
2021-07-04 14:39:17;PC;ON
2021-07-04 14:50:10;REFRIGERATOR;OFF
2021-07-04 14:50:10;fridge operation;END
2021-07-04 15:15:19;PC;OFF
2021-07-04 15:15:19;use a personal computer;END
2021-07-04 15:18:28;fridge operation;START
2021-07-04 15:18:28;REFRIGERATOR;ON
2021-07-04 15:21:26;watching TV;START
2021-07-04 15:21:26;TV;ON
2021-07-04 15:32:28;REFRIGERATOR;OFF
2021-07-04 15:32:28;fridge operation;END
2021-07-04 15:54:31;fridge operation;START
2021-07-04 15:54:31;REFRIGERATOR;ON
2021-07-04 15:54:36;PC;OFF
2021-07-04 15:54:36;use a personal computer;END
2021-07-04 16:06:03;use a personal computer;START
2021-07-04 16:06:03;PC;ON
2021-07-04 16:08:31;REFRIGERATOR;OFF
2021-07-04 16:08:31;fridge operation;END
2021-07-04 16:55:39;TV;OFF
2021-07-04 16:55:40;TV;ON
2021-07-04 17:11:21;TV;OFF
2021-07-04 17:11:21;watching TV;END
2021-07-04 17:13:37;WASHINGMACHINE;OFF
2021-07-04 17:13:37;washing a load of laundry;END
2021-07-04 17:21:22;PC;OFF
2021-07-04 17:21:22;use a personal computer;END
2021-07-04 17:29:27;fridge operation;START
2021-07-04 17:29:27;REFRIGERATOR;ON
2021-07-04 17:34:24;dishwasher operation;START
2021-07-04 17:34:29;DISHWASHER;ON
2021-07-04 17:43:27;REFRIGERATOR;OFF
2021-07-04 17:43:27;fridge operation;END
2021-07-04 18:01:35;use a personal computer;START
2021-07-04 18:01:35;PC;ON
2021-07-04 18:32:04;fridge operation;START
2021-07-04 18:32:04;REFRIGERATOR;ON
2021-07-04 18:41:45;DISHWASHER;OFF
2021-07-04 18:41:45;dishwasher operation;END
2021-07-04 18:46:04;REFRIGERATOR;OFF
2021-07-04 18:46:04;fridge operation;END
2021-07-04 18:53:10;watching TV;START
2021-07-04 18:53:10;TV;ON
2021-07-04 19:16:54;PC;OFF
2021-07-04 19:16:54;use a personal computer;END
2021-07-04 19:24:01;dishwasher operation;START
2021-07-04 19:24:03;TV;OFF
2021-07-04 19:24:04;TV;ON
2021-07-04 19:24:07;DISHWASHER;ON
2021-07-04 19:48:30;TV;OFF
2021-07-04 19:48:31;TV;ON
2021-07-04 19:50:27;fridge operation;START
2021-07-04 19:50:27;REFRIGERATOR;ON
2021-07-04 20:04:27;REFRIGERATOR;OFF
2021-07-04 20:04:27;fridge operation;END
2021-07-04 20:13:58;TV;OFF
2021-07-04 20:13:58;watching TV;END
2021-07-04 20:31:23;DISHWASHER;OFF
2021-07-04 20:31:23;dishwasher operation;END
2021-07-04 20:34:10;fridge operation;START
2021-07-04 20:34:10;REFRIGERATOR;ON
2021-07-04 20:48:10;REFRIGERATOR;OFF
2021-07-04 20:48:10;fridge operation;END
2021-07-04 20:53:19;watching TV;START
2021-07-04 20:53:19;TV;ON
2021-07-04 21:30:39;fridge operation;START
2021-07-04 21:30:39;REFRIGERATOR;ON
2021-07-04 21:34:22;TV;OFF
2021-07-04 21:34:23;TV;ON
2021-07-04 21:44:29;watching TV;START
2021-07-04 21:44:29;TV;ON
2021-07-04 21:44:39;REFRIGERATOR;OFF
2021-07-04 21:44:39;fridge operation;END
2021-07-04 21:53:23;TV;OFF
2021-07-04 21:53:23;watching TV;END
2021-07-04 22:41:23;TV;OFF
2021-07-04 22:41:24;TV;ON
2021-07-04 23:03:39;TV;OFF
2021-07-04 23:03:39;watching TV;END
2021-07-04 23:24:53;fridge operation;START
2021-07-04 23:24:53;REFRIGERATOR;ON
2021-07-04 23:38:53;REFRIGERATOR;OFF
2021-07-04 23:38:53;fridge operation;END
2021-07-05 00:00:00;fridge operation;START
2021-07-05 00:00:00;REFRIGERATOR;ON
2021-07-05 00:14:00;REFRIGERATOR;OFF
2021-07-05 00:14:00;fridge operation;END
2021-07-05 00:39:16;fridge operation;START
2021-07-05 00:39:16;REFRIGERATOR;ON
2021-07-05 00:53:16;REFRIGERATOR;OFF
2021-07-05 00:53:16;fridge operation;END
2021-07-05 01:52:45;fridge operation;START
2021-07-05 01:52:45;REFRIGERATOR;ON
2021-07-05 02:06:45;REFRIGERATOR;OFF
2021-07-05 02:06:45;fridge operation;END
2021-07-05 02:54:49;fridge operation;START
2021-07-05 02:54:49;REFRIGERATOR;ON
2021-07-05 03:08:49;REFRIGERATOR;OFF
2021-07-05 03:08:49;fridge operation;END
2021-07-05 03:51:34;fridge operation;START
2021-07-05 03:51:34;REFRIGERATOR;ON
2021-07-05 04:05:34;REFRIGERATOR;OFF
2021-07-05 04:05:34;fridge operation;END
2021-07-05 04:49:25;fridge operation;START
2021-07-05 04:49:25;REFRIGERATOR;ON
2021-07-05 05:03:25;REFRIGERATOR;OFF
2021-07-05 05:03:25;fridge operation;END
2021-07-05 06:07:28;fridge operation;START
2021-07-05 06:07:28;REFRIGERATOR;ON
2021-07-05 06:21:28;REFRIGERATOR;OFF
2021-07-05 06:21:28;fridge operation;END
2021-07-05 07:56:05;fridge operation;START
2021-07-05 07:56:05;REFRIGERATOR;ON
2021-07-05 08:10:05;REFRIGERATOR;OFF
2021-07-05 08:10:05;fridge operation;END
2021-07-05 08:30:18;fridge operation;START
2021-07-05 08:30:18;REFRIGERATOR;ON
2021-07-05 08:44:18;REFRIGERATOR;OFF
2021-07-05 08:44:18;fridge operation;END
2021-07-05 09:30:12;fridge operation;START
2021-07-05 09:30:12;REFRIGERATOR;ON
2021-07-05 09:32:22;dishwasher operation;START
2021-07-05 09:32:28;DISHWASHER;ON
2021-07-05 09:39:31;watching TV;START
